trip_distance,fare_amount,tip_amount,total_amount,passenger_count,payment_type,pickup_datetime,dropoff_datetime
11.09,35.5,0,36.3,1,2,2018-01-14 08:21:54.000000 UTC,2018-01-14 08:54:20.000000 UTC
10.32,35.5,0,36.3,1,2,2018-01-02 15:19:54.000000 UTC,2018-01-02 15:56:58.000000 UTC
12.3,35.5,0,36.3,5,1,2018-01-22 14:30:23.000000 UTC,2018-01-22 14:57:16.000000 UTC
10.78,35.5,0,36.3,1,2,2018-01-20 17:01:28.000000 UTC,2018-01-20 17:39:51.000000 UTC
8.4,35.5,0,36.3,1,2,2018-01-24 08:14:23.000000 UTC,2018-01-24 09:03:35.000000 UTC
8.45,35.5,0,36.3,1,2,2018-01-12 14:54:27.000000 UTC,2018-01-12 15:44:51.000000 UTC
9.04,35.5,0,36.3,1,2,2018-01-24 11:55:39.000000 UTC,2018-01-24 12:39:17.000000 UTC
9.07,35.5,0,36.3,2,2,2018-01-01 15:48:01.000000 UTC,2018-01-01 16:32:29.000000 UTC
8.7,35.5,0,36.3,1,2,2018-01-27 14:40:45.000000 UTC,2018-01-27 15:29:15.000000 UTC
11.2,35.5,0,36.3,1,2,2018-01-26 15:57:47.000000 UTC,2018-01-26 16:34:00.000000 UTC
10.04,35.5,0,36.3,1,2,2018-01-12 14:21:49.000000 UTC,2018-01-12 15:09:45.000000 UTC
11.95,35.5,0,36.3,2,1,2018-01-02 15:41:26.000000 UTC,2018-01-02 16:14:41.000000 UTC
12.37,35.5,0,36.3,3,1,2018-01-27 11:07:34.000000 UTC,2018-01-27 11:33:28.000000 UTC
11.75,35.5,0,36.3,1,2,2018-01-01 10:57:55.000000 UTC,2018-01-01 11:27:13.000000 UTC
11.58,35.5,0,36.3,6,2,2018-01-19 08:00:27.000000 UTC,2018-01-19 08:34:08.000000 UTC
10.5,35.5,0,36.3,1,2,2018-01-08 08:56:52.000000 UTC,2018-01-08 09:43:31.000000 UTC
11.7,35.5,0,36.3,1,2,2018-01-03 08:54:58.000000 UTC,2018-01-03 08:55:11.000000 UTC
10.95,35.5,0,36.3,1,2,2018-01-29 06:06:45.000000 UTC,2018-01-29 06:43:08.000000 UTC
11.05,35.5,0,36.3,1,2,2018-01-16 12:41:59.000000 UTC,2018-01-16 13:16:24.000000 UTC
11.56,35.5,0,36.3,1,2,2018-01-01 19:41:31.000000 UTC,2018-01-01 20:13:26.000000 UTC
12.9,35.5,0,36.3,1,2,2018-01-28 17:53:11.000000 UTC,2018-01-28 18:14:42.000000 UTC
11.87,35.5,0,36.3,3,2,2018-01-22 12:45:43.000000 UTC,2018-01-22 13:38:30.000000 UTC
11.05,35.5,0,36.3,1,2,2018-01-10 10:00:43.000000 UTC,2018-01-10 10:37:23.000000 UTC
11.6,35.5,0,36.3,1,2,2018-01-05 13:45:58.000000 UTC,2018-01-05 14:19:42.000000 UTC
8,35.5,0,36.3,1,2,2018-01-19 11:59:31.000000 UTC,2018-01-19 12:42:06.000000 UTC
10.9,35.5,0,36.3,1,2,2018-01-09 10:55:26.000000 UTC,2018-01-09 11:37:36.000000 UTC
9.21,35.5,0,36.3,1,2,2018-01-09 14:41:08.000000 UTC,2018-01-10 14:29:40.000000 UTC
10.98,35.5,0,36.3,1,2,2018-01-07 17:23:07.000000 UTC,2018-01-07 18:03:22.000000 UTC
12.5,35.5,0,36.3,1,2,2018-01-01 18:34:41.000000 UTC,2018-01-01 19:00:25.000000 UTC
10.18,35.5,0,36.3,2,2,2018-01-02 07:02:22.000000 UTC,2018-01-02 07:43:39.000000 UTC
11.6,35.5,0,36.3,4,2,2018-01-14 19:39:30.000000 UTC,2018-01-14 20:15:15.000000 UTC
11.9,35.5,0,36.3,1,2,2018-01-26 09:50:24.000000 UTC,2018-01-26 10:21:38.000000 UTC
9.38,35.5,0,36.3,1,2,2018-01-09 07:08:15.000000 UTC,2018-01-09 07:54:14.000000 UTC
12.2,35.5,0,42.56,1,1,2018-01-19 21:29:30.000000 UTC,2018-01-19 21:56:03.000000 UTC
12.1,35.5,0,42.56,1,2,2018-01-23 21:13:37.000000 UTC,2018-01-23 21:41:02.000000 UTC
11.7,35.5,0,42.56,1,2,2018-01-05 21:03:22.000000 UTC,2018-01-05 21:32:34.000000 UTC
12.66,35.5,0,42.56,1,2,2018-01-05 04:13:05.000000 UTC,2018-01-05 04:37:49.000000 UTC
12,35.5,0,42.56,4,2,2018-01-07 03:43:07.000000 UTC,2018-01-07 04:08:49.000000 UTC
11.4,35.5,0,42.56,3,2,2018-01-13 23:23:43.000000 UTC,2018-01-13 23:55:36.000000 UTC
12.7,35.5,0,42.56,1,2,2018-01-23 21:23:22.000000 UTC,2018-01-23 21:45:55.000000 UTC
11.8,35.5,0,42.56,1,2,2018-01-31 23:37:26.000000 UTC,2018-02-01 00:08:03.000000 UTC
11.78,35.5,0,42.56,1,2,2018-01-07 21:08:48.000000 UTC,2018-01-07 21:39:32.000000 UTC
10.9,35.5,0,42.56,1,2,2018-01-23 20:25:19.000000 UTC,2018-01-23 20:59:22.000000 UTC
12.66,35.5,0,42.56,5,2,2018-01-18 05:23:13.000000 UTC,2018-01-18 05:49:04.000000 UTC
11.61,35.5,0,42.56,5,2,2018-01-24 22:04:54.000000 UTC,2018-01-24 22:37:29.000000 UTC
12.8,35.5,8.9,53.6,2,1,2018-01-01 13:01:47.000000 UTC,2018-01-01 13:24:45.000000 UTC
12.2,35.5,11,47.8,3,1,2018-01-28 04:12:51.000000 UTC,2018-01-28 04:37:22.000000 UTC
11.91,35.5,10.58,52.92,1,1,2018-01-22 21:13:15.000000 UTC,2018-01-22 21:40:57.000000 UTC
11.5,35.5,7.36,44.16,1,1,2018-01-03 22:34:47.000000 UTC,2018-01-03 23:04:51.000000 UTC
12.23,35.5,7.36,44.16,1,1,2018-01-31 05:20:38.000000 UTC,2018-01-31 05:51:33.000000 UTC
11.98,35.5,7.36,44.16,1,1,2018-01-24 23:00:57.000000 UTC,2018-01-24 23:28:37.000000 UTC
12.86,35.5,7.36,44.16,1,1,2018-01-26 21:36:26.000000 UTC,2018-01-26 21:56:12.000000 UTC
10.94,35.5,7.36,44.16,1,1,2018-01-11 20:07:42.000000 UTC,2018-01-11 20:41:59.000000 UTC
9.98,35.5,7.36,44.16,1,1,2018-01-06 01:25:47.000000 UTC,2018-01-06 02:05:56.000000 UTC
11.83,35.5,7.36,44.16,2,1,2018-01-15 22:24:29.000000 UTC,2018-01-15 22:53:52.000000 UTC
12.81,35.5,7.36,44.16,2,1,2018-01-23 23:15:23.000000 UTC,2018-01-23 23:36:54.000000 UTC
9.41,35.5,7.36,44.16,1,1,2018-01-12 23:09:59.000000 UTC,2018-01-12 23:56:44.000000 UTC
11.15,35.5,7.36,44.16,1,1,2018-01-27 22:00:11.000000 UTC,2018-01-27 22:36:47.000000 UTC
11.46,35.5,7.36,44.16,1,1,2018-01-25 21:24:32.000000 UTC,2018-01-25 21:54:47.000000 UTC
11,35.5,7.36,44.16,1,1,2018-01-19 23:16:03.000000 UTC,2018-01-19 23:54:20.000000 UTC
12.13,35.5,7.36,44.16,1,1,2018-01-25 22:00:14.000000 UTC,2018-01-25 22:27:41.000000 UTC
12.4,35.5,7.36,44.16,1,1,2018-01-22 21:45:34.000000 UTC,2018-01-22 22:10:15.000000 UTC
12,35.5,7.36,44.16,2,1,2018-01-13 00:04:29.000000 UTC,2018-01-13 00:33:41.000000 UTC
7.89,35.5,7.36,44.16,1,1,2018-01-05 19:50:51.000000 UTC,2018-01-05 20:41:54.000000 UTC
10.22,35.5,7.36,44.16,1,1,2018-01-18 22:53:41.000000 UTC,2018-01-18 23:34:37.000000 UTC
10.77,35.5,7.36,44.16,1,1,2018-01-25 00:37:32.000000 UTC,2018-01-25 01:12:05.000000 UTC
11.72,35.5,7.36,44.16,2,1,2018-01-18 22:10:40.000000 UTC,2018-01-18 22:39:21.000000 UTC
9.36,35.5,7.36,44.16,1,1,2018-01-26 22:54:57.000000 UTC,2018-01-26 23:41:33.000000 UTC
8.73,35.5,7.36,44.16,1,1,2018-01-13 23:03:42.000000 UTC,2018-01-13 23:50:00.000000 UTC
12.33,35.5,7.36,44.16,1,1,2018-01-11 22:33:23.000000 UTC,2018-01-11 23:00:44.000000 UTC
12.27,35.5,7.36,44.16,1,1,2018-01-16 22:19:28.000000 UTC,2018-01-16 22:45:32.000000 UTC
12.65,35.5,7.36,44.16,1,1,2018-01-17 23:42:06.000000 UTC,2018-01-18 00:03:56.000000 UTC
11.52,35.5,7.36,44.16,1,1,2018-01-21 00:19:53.000000 UTC,2018-01-21 00:52:30.000000 UTC
12.31,35.5,7.36,44.16,6,1,2018-01-05 23:56:42.000000 UTC,2018-01-06 00:26:05.000000 UTC
12.44,35.5,7.36,44.16,5,1,2018-01-06 04:48:43.000000 UTC,2018-01-06 05:17:25.000000 UTC
10.49,35.5,7.36,44.16,1,1,2018-01-28 01:41:00.000000 UTC,2018-01-28 02:21:01.000000 UTC
11.93,35.5,7.36,44.16,1,1,2018-01-31 21:37:40.000000 UTC,2018-01-31 22:05:56.000000 UTC
11.13,35.5,7.36,44.16,5,1,2018-01-17 22:47:28.000000 UTC,2018-01-17 23:23:00.000000 UTC
11.93,35.5,7.36,44.16,2,1,2018-01-03 21:50:26.000000 UTC,2018-01-03 22:19:00.000000 UTC
10.64,35.5,7.36,44.16,1,1,2018-01-25 20:54:36.000000 UTC,2018-01-25 21:39:40.000000 UTC
12.79,35.5,7.36,44.16,3,1,2018-01-27 05:27:52.000000 UTC,2018-01-27 05:47:36.000000 UTC
12.04,35.5,7.36,44.16,1,1,2018-01-18 21:53:44.000000 UTC,2018-01-18 22:19:39.000000 UTC
11.26,35.5,7.36,44.16,3,1,2018-01-23 22:43:25.000000 UTC,2018-01-23 23:17:51.000000 UTC
11.61,35.5,7.36,44.16,1,1,2018-01-31 21:37:47.000000 UTC,2018-01-31 22:09:49.000000 UTC
12.09,35.5,7.36,44.16,1,1,2018-01-10 21:51:30.000000 UTC,2018-01-10 22:17:57.000000 UTC
12.92,35.5,7.36,44.16,1,1,2018-01-25 23:30:33.000000 UTC,2018-01-25 23:52:44.000000 UTC
10.12,35.5,2.1,44.16,2,1,2018-01-25 09:42:52.000000 UTC,2018-01-25 10:21:04.000000 UTC
11.36,35.5,7.36,44.16,5,1,2018-01-31 21:54:31.000000 UTC,2018-01-31 22:27:04.000000 UTC
12.95,35.5,7.36,44.16,5,1,2018-01-12 04:37:18.000000 UTC,2018-01-12 04:57:54.000000 UTC
12.62,35.5,7.36,44.16,1,1,2018-01-07 22:00:38.000000 UTC,2018-01-07 22:22:27.000000 UTC
12.83,35.5,7.36,44.16,1,1,2018-01-15 21:51:45.000000 UTC,2018-01-15 22:12:21.000000 UTC
10.33,35.5,7.36,44.16,1,1,2018-01-31 21:58:17.000000 UTC,2018-01-31 22:37:47.000000 UTC
11.15,35.5,7.36,44.16,1,1,2018-01-14 21:37:48.000000 UTC,2018-01-14 22:14:42.000000 UTC
10.82,35.5,7.36,44.16,2,1,2018-01-22 00:07:42.000000 UTC,2018-01-22 00:44:35.000000 UTC
11.27,35.5,7.36,44.16,1,1,2018-01-09 23:49:55.000000 UTC,2018-01-10 00:21:31.000000 UTC
9.04,35.5,10.52,52.58,5,1,2018-01-29 08:05:43.000000 UTC,2018-01-29 08:54:28.000000 UTC
10.83,35.5,10.52,52.58,1,1,2018-01-16 14:05:58.000000 UTC,2018-01-16 14:43:09.000000 UTC
9.92,35.5,10.52,52.58,1,1,2018-01-16 10:00:30.000000 UTC,2018-01-16 10:47:33.000000 UTC
10.72,35.5,10.52,52.58,1,1,2018-01-13 16:35:01.000000 UTC,2018-01-13 17:16:41.000000 UTC
11.71,35.5,10.52,52.58,1,1,2018-01-17 15:06:28.000000 UTC,2018-01-17 15:41:27.000000 UTC
11.56,35.5,10.52,52.58,3,1,2018-01-23 14:21:49.000000 UTC,2018-01-23 14:52:24.000000 UTC
10.57,35.5,10.52,52.58,2,1,2018-01-30 07:43:49.000000 UTC,2018-01-30 08:34:10.000000 UTC
10.27,35.5,10.52,52.58,1,1,2018-01-25 09:58:05.000000 UTC,2018-01-25 10:42:48.000000 UTC
8.85,35.5,10.52,52.58,6,1,2018-01-17 10:52:02.000000 UTC,2018-01-17 11:37:50.000000 UTC
12.31,35.5,10.52,52.58,1,1,2018-01-21 08:13:48.000000 UTC,2018-01-21 08:37:47.000000 UTC
10.37,35.5,10.52,52.58,5,1,2018-01-18 15:02:08.000000 UTC,2018-01-18 15:42:43.000000 UTC
11.94,35.5,10.52,52.58,1,1,2018-01-21 16:20:25.000000 UTC,2018-01-21 16:52:42.000000 UTC
11.31,35.5,10.52,52.58,1,1,2018-01-25 11:08:15.000000 UTC,2018-01-25 11:40:09.000000 UTC
11.88,35.5,10.52,52.58,1,1,2018-01-16 07:10:54.000000 UTC,2018-01-16 07:43:58.000000 UTC
11.97,35.5,10.52,52.58,1,1,2018-01-28 16:48:23.000000 UTC,2018-01-28 17:21:04.000000 UTC
12.09,35.5,10.52,52.58,2,1,2018-01-23 12:36:28.000000 UTC,2018-01-23 13:03:46.000000 UTC
12.62,35.5,10.52,52.58,1,1,2018-01-01 18:14:08.000000 UTC,2018-01-01 18:38:27.000000 UTC
11.71,35.5,10.52,52.58,1,1,2018-01-15 08:50:39.000000 UTC,2018-01-15 09:19:16.000000 UTC
8.28,35.5,10.52,52.58,1,1,2018-01-31 08:35:03.000000 UTC,2018-01-31 09:26:21.000000 UTC
9.47,35.5,10.52,52.58,1,1,2018-01-17 11:58:19.000000 UTC,2018-01-17 12:38:18.000000 UTC
8.81,35.5,10.52,52.58,1,1,2018-01-09 11:12:14.000000 UTC,2018-01-09 11:57:34.000000 UTC
10.86,35.5,10.52,52.58,6,1,2018-01-21 18:11:33.000000 UTC,2018-01-21 18:49:47.000000 UTC
9.44,35.5,10.52,52.58,1,1,2018-01-17 11:18:57.000000 UTC,2018-01-17 12:00:57.000000 UTC
8.56,35.5,10.52,52.58,1,1,2018-01-09 10:05:34.000000 UTC,2018-01-09 10:54:25.000000 UTC
11.24,35.5,10.52,52.58,1,1,2018-01-25 10:24:15.000000 UTC,2018-01-25 10:59:09.000000 UTC
11.41,35.5,6.38,48.94,1,1,2018-01-18 22:16:58.000000 UTC,2018-01-18 22:47:14.000000 UTC
10.45,35.5,5.7,42,1,1,2018-01-03 08:29:01.000000 UTC,2018-01-03 09:11:06.000000 UTC
11.37,35.5,5.7,42,1,1,2018-01-11 10:19:40.000000 UTC,2018-01-11 10:57:12.000000 UTC
12,35.5,5.2,42,1,1,2018-01-07 22:06:57.000000 UTC,2018-01-07 22:39:29.000000 UTC
12.72,35.5,0,45.3,1,2,2018-01-12 03:40:00.000000 UTC,2018-01-12 04:02:10.000000 UTC
12.2,35.5,6,42.8,4,1,2018-01-02 02:34:30.000000 UTC,2018-01-02 03:03:22.000000 UTC
12.8,35.5,6,42.8,1,1,2018-01-06 00:00:44.000000 UTC,2018-01-06 00:21:29.000000 UTC
11.2,35.5,1.86,39.16,1,1,2018-01-10 18:44:05.000000 UTC,2018-01-10 19:21:50.000000 UTC
12.16,35.5,4,43.94,6,1,2018-01-30 19:43:04.000000 UTC,2018-01-30 20:06:59.000000 UTC
10.89,35.5,7,49.06,6,1,2018-01-01 10:49:23.000000 UTC,2018-01-01 11:21:05.000000 UTC
12.48,35.5,6,49.06,1,1,2018-01-30 17:07:50.000000 UTC,2018-01-30 17:35:50.000000 UTC
9.8,35.5,7,49.06,1,1,2018-01-16 14:51:53.000000 UTC,2018-01-16 15:33:24.000000 UTC
10.5,35.5,7,49.06,1,1,2018-01-24 13:49:41.000000 UTC,2018-01-24 14:22:26.000000 UTC
11.2,35.5,7,49.06,1,1,2018-01-15 13:51:50.000000 UTC,2018-01-15 14:24:46.000000 UTC
10.5,35.5,4,40.3,1,1,2018-01-27 16:28:00.000000 UTC,2018-01-27 17:08:06.000000 UTC
11.1,35.5,4,40.3,2,1,2018-01-27 14:51:43.000000 UTC,2018-01-27 15:24:53.000000 UTC
11.19,35.5,4,40.3,2,1,2018-01-21 18:30:24.000000 UTC,2018-01-21 19:05:44.000000 UTC
9,35.5,4,40.3,2,1,2018-01-30 15:27:37.000000 UTC,2018-01-30 16:12:12.000000 UTC
5.9,35.5,4,40.3,1,1,2018-01-10 10:35:45.000000 UTC,2018-01-10 11:34:01.000000 UTC
11.8,35.5,4,46.56,1,1,2018-01-07 21:50:50.000000 UTC,2018-01-07 22:20:06.000000 UTC
12.1,35.5,4,46.56,1,1,2018-01-05 23:16:00.000000 UTC,2018-01-05 23:41:26.000000 UTC
12.61,35.5,1,37.8,1,1,2018-01-08 23:04:58.000000 UTC,2018-01-08 23:28:05.000000 UTC
11.2,35.5,6.46,49.52,1,1,2018-01-03 17:53:51.000000 UTC,2018-01-03 18:31:26.000000 UTC
12.4,35.5,2,44.06,5,1,2018-01-29 11:20:36.000000 UTC,2018-01-29 11:52:08.000000 UTC
10.61,35.5,2,44.06,1,1,2018-01-09 09:38:37.000000 UTC,2018-01-09 10:26:34.000000 UTC
12.42,35.5,15,51.8,1,1,2018-01-07 20:48:13.000000 UTC,2018-01-07 21:17:37.000000 UTC
12.07,35.5,9.2,46,1,1,2018-01-13 20:49:08.000000 UTC,2018-01-13 21:16:20.000000 UTC
10.62,35.5,9.2,46,1,1,2018-01-25 23:53:52.000000 UTC,2018-01-26 00:30:29.000000 UTC
12.1,35.5,9.2,46,1,1,2018-01-12 00:49:41.000000 UTC,2018-01-12 01:16:30.000000 UTC
9.2,35.5,9.2,46,2,1,2018-01-30 20:47:59.000000 UTC,2018-01-30 21:36:37.000000 UTC
8.6,35.5,9.2,46,1,1,2018-01-13 21:11:26.000000 UTC,2018-01-13 21:57:28.000000 UTC
11.58,35.5,9.2,46,2,1,2018-01-15 21:39:07.000000 UTC,2018-01-15 22:10:47.000000 UTC
11.13,35.5,9.2,46,1,1,2018-01-25 22:13:59.000000 UTC,2018-01-25 22:47:16.000000 UTC
11.3,35.5,9.2,46,1,1,2018-01-21 02:27:39.000000 UTC,2018-01-21 02:57:06.000000 UTC
11.6,35.5,9.2,46,1,1,2018-01-26 21:33:03.000000 UTC,2018-01-26 22:06:07.000000 UTC
11.5,35.5,9.2,46,1,1,2018-01-24 21:01:08.000000 UTC,2018-01-24 21:31:37.000000 UTC
13.2,35.5,9.2,46,1,1,2018-01-20 00:09:28.000000 UTC,2018-01-20 00:25:00.000000 UTC
12.58,35.5,9.2,46,1,1,2018-01-07 03:22:31.000000 UTC,2018-01-07 03:47:08.000000 UTC
10.6,35.5,9.2,46,1,1,2018-01-31 20:20:00.000000 UTC,2018-01-31 20:53:34.000000 UTC
11.5,35.5,9.2,46,1,1,2018-01-02 20:02:18.000000 UTC,2018-01-02 20:34:51.000000 UTC
11.9,35.5,9.2,46,2,1,2018-01-07 20:43:08.000000 UTC,2018-01-07 21:11:23.000000 UTC
11.1,35.5,9.2,46,1,1,2018-01-18 21:45:26.000000 UTC,2018-01-18 22:14:36.000000 UTC
12.14,35.5,9.86,49.3,1,1,2018-01-15 21:44:45.000000 UTC,2018-01-15 22:12:39.000000 UTC
12.47,35.5,9.56,57.38,2,1,2018-01-08 07:05:44.000000 UTC,2018-01-08 07:35:01.000000 UTC
10.5,35.5,5.08,47.14,2,1,2018-01-11 11:02:18.000000 UTC,2018-01-11 11:42:37.000000 UTC
9.55,35.5,3.4,40.2,1,1,2018-01-01 01:32:16.000000 UTC,2018-01-01 02:16:30.000000 UTC
9.84,35.5,7,44.3,1,1,2018-01-16 17:42:44.000000 UTC,2018-01-16 18:26:33.000000 UTC
10.9,35.5,7,44.3,1,1,2018-01-16 19:37:41.000000 UTC,2018-01-16 20:14:11.000000 UTC
11.43,35.5,8,50.56,1,1,2018-01-24 22:57:17.000000 UTC,2018-01-24 23:28:18.000000 UTC
10.8,35.5,8,50.56,1,1,2018-01-13 20:05:03.000000 UTC,2018-01-13 20:40:19.000000 UTC
10.5,35.5,5,41.8,1,1,2018-01-24 23:07:33.000000 UTC,2018-01-24 23:47:53.000000 UTC
11.45,35.5,5,41.8,1,1,2018-01-17 20:03:56.000000 UTC,2018-01-17 20:34:53.000000 UTC
11,35.5,5,41.8,1,1,2018-01-25 21:54:10.000000 UTC,2018-01-25 22:33:28.000000 UTC
11.07,35.5,5.5,41.8,6,1,2018-01-02 09:45:54.000000 UTC,2018-01-02 10:24:10.000000 UTC
11.1,35.5,5,41.8,1,1,2018-01-29 04:48:43.000000 UTC,2018-01-29 05:24:09.000000 UTC
11.9,35.5,5,41.8,1,1,2018-01-22 02:26:45.000000 UTC,2018-01-22 02:51:26.000000 UTC
11.72,35.5,5,41.8,1,1,2018-01-01 20:47:47.000000 UTC,2018-01-01 21:19:50.000000 UTC
12.03,35.5,5,41.8,1,1,2018-01-08 21:37:21.000000 UTC,2018-01-08 22:08:12.000000 UTC
11.6,35.5,5,41.8,1,1,2018-01-31 21:47:52.000000 UTC,2018-01-31 22:16:37.000000 UTC
13.03,35.5,5,41.8,6,1,2018-01-08 04:36:47.000000 UTC,2018-01-08 04:58:24.000000 UTC
12.43,35.5,5,41.8,1,1,2018-01-08 23:44:43.000000 UTC,2018-01-09 00:09:03.000000 UTC
11.7,35.5,5,41.8,1,1,2018-01-31 21:02:51.000000 UTC,2018-01-31 21:37:36.000000 UTC
11.82,35.5,5,41.8,2,1,2018-01-18 22:55:23.000000 UTC,2018-01-18 23:21:39.000000 UTC
10.22,35.5,5,41.8,2,1,2018-01-28 21:15:05.000000 UTC,2018-01-28 21:49:55.000000 UTC
12.6,35.5,5,41.8,1,1,2018-01-28 21:26:37.000000 UTC,2018-01-28 21:50:26.000000 UTC
12.08,35.5,7.46,44.76,1,1,2018-01-23 18:57:05.000000 UTC,2018-01-23 19:29:36.000000 UTC
10.55,35.5,7.46,44.76,1,1,2018-01-23 17:35:14.000000 UTC,2018-01-23 18:16:31.000000 UTC
12.95,35.5,7.46,44.76,1,1,2018-01-04 19:14:08.000000 UTC,2018-01-04 19:37:38.000000 UTC
9.48,35.5,7.46,44.76,2,1,2018-01-18 17:27:00.000000 UTC,2018-01-18 18:15:32.000000 UTC
11.01,35.5,7.46,44.76,1,1,2018-01-02 18:23:20.000000 UTC,2018-01-02 19:00:54.000000 UTC
9.89,35.5,7.46,44.76,1,1,2018-01-30 19:22:09.000000 UTC,2018-01-30 20:04:28.000000 UTC
12.2,35.5,7.46,44.76,2,1,2018-01-30 19:44:36.000000 UTC,2018-01-30 20:09:30.000000 UTC
11.35,35.5,7.46,44.76,1,1,2018-01-22 18:51:14.000000 UTC,2018-01-22 19:24:26.000000 UTC
10.1,35.5,7.46,44.76,1,1,2018-01-31 18:10:39.000000 UTC,2018-01-31 18:57:07.000000 UTC
11.38,35.5,7.46,44.76,1,1,2018-01-25 19:26:05.000000 UTC,2018-01-25 19:57:53.000000 UTC
11.34,35.5,7.46,44.76,1,1,2018-01-26 18:27:21.000000 UTC,2018-01-26 19:03:00.000000 UTC
11.15,35.5,7.46,44.76,1,1,2018-01-09 16:45:51.000000 UTC,2018-01-09 17:24:36.000000 UTC
12.13,35.5,7.46,44.76,5,1,2018-01-31 19:21:41.000000 UTC,2018-01-31 19:51:11.000000 UTC
11.48,35.5,7.46,44.76,1,1,2018-01-24 19:06:06.000000 UTC,2018-01-24 19:38:23.000000 UTC
9.11,35.5,6,48.06,1,1,2018-01-29 09:46:07.000000 UTC,2018-01-29 10:30:10.000000 UTC
